code,affiliation_code,set_code,name,subtitle,type_code,points,BoFpoints,cost,health,side1,side2,side3,side4,side5,side6,faction_code,text,deck_limit,flavor,has_die,has_errata,illustrator,is_unique,position,rarity_code,ttscardid,subtype1,subtype2,subtype3,reprint_of
09003,villain,CONV,Sentinel Messenger,NA,character,8,8,NA,8,2MD,1F,1F,1Sh,1R,-,blue,"You cannot play Blue <i>abilities</i> on this character.
After you activate this character, look at the top card of your deck. You may play that card <em>(paying its cost)</em>.",3,Relayer of the order Operation: Cinder.,TRUE,FALSE, ,FALSE,3,R,49902,droid,NA,NA,NA
09004,villain,CONV,Sly Moore,Aide to the Emperor,character,9/12,9/12,NA,9,1F,2F,1Dc,1R,Sp,-,blue,"After you activate this character, you may reroll one of your <i>Sith</i> dice.
[special] - Turn a die to a side showing a blank ([blank]) and discard a random card from an opponent's hand.",1,Rumors thrived about her mysterious abilities.,TRUE,FALSE,Jinsung Lim,TRUE,4,R,49903,advisor,NA,NA,NA
09005,villain,CONV,Mind Extraction,NA,downgrade,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,blue,"Attached character loses all of its non-special ([special]) abilities.
<b>Action</b> - Exhaust attached character to discard this downgrade. Only attached character's controller can use this action.",2,NA,FALSE,FALSE,Ryan Valle,FALSE,5,U,49904,NA,NA,NA,NA
09006,villain,CONV,A Tale of Tragedy,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,blue,Spot a <i>Sith</i> to turn another character's character dice to the sides of your choice.,2,"""It's not a story the Jedi would tell you. "" <cite>Chancellor Palpatine</cite>",FALSE,FALSE,Paolo Puggioni,FALSE,6,C,49905,NA,NA,NA,NA
09007,villain,CONV,Breaking Bonds,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,blue,"Choose a character and discard a downgrade from it.  If that character is a <i>Sith</i>, you may turn a die to a side showing a blank ([blank]).",2,NA,FALSE,FALSE, ,FALSE,7,C,49906,NA,NA,NA,NA
09008,villain,CONV,Fit of Rage,NA,event,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,blue,Remove all shields from all opponents' characters.,2,NA,FALSE,FALSE, ,FALSE,8,C,49907,NA,NA,NA,NA
09009,villain,CONV,Forsaken,NA,event,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,blue,"Play only if a player has exactly one die in their pool.
Remove a die showing a value of 2 or less.",2,NA,FALSE,FALSE, ,FALSE,9,U,49908,NA,NA,NA,NA
09010,villain,CONV,Isolation,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,blue,Spot a Blue character to remove a character die.,2,"""You're so lonely... So afraid to leave..."" <cite>Kylo Ren</cite>",FALSE,FALSE, ,FALSE,10,C,49909,NA,NA,NA,01085
09011,villain,CONV,No Mercy,NA,event,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,blue,"Discard any number of Blue cards from your hand. Then resolve one of your dice showing damage ([ranged], [melee], or [indirect]), increasing its value by 1 for each card you discarded.",2,NA,FALSE,FALSE, ,FALSE,11,U,49910,NA,NA,NA,01086
09012,villain,CONV,Forbidden Lore,NA,support,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,blue,"Before you play a Blue <i>ability</i>, you may discard this support from play to decrease its cost by 1. Then you may spot a <i>Sith</i> to draw a card.",2,NA,FALSE,FALSE,Adam Lane,FALSE,12,U,49911,NA,NA,NA,NA
09013,villain,CONV,Imperialis,NA,support,NA,NA,2,NA,1F,2F,1Sh,1R,Sp,-,blue,"After you activate Palpatine, you may activate this support.
[special] - Discard this support from play to deal 4 indirect damage ([indirect]) to an opponent.",2,A self destruct mechanism was its fatal flaw,TRUE,FALSE,Mariusz Gandzel,TRUE,13,R,49912,vehicle,NA,NA,NA
09014,villain,CONV,Force Storm,NA,upgrade,NA,NA,4,NA,3RD,3RD,4ID,2Dc,2Sh,Sp,blue,"Blue character only.
[special] - Exhaust this upgrade to place 1 resource on it. Deal damage to a character equal to the number of resources on this upgrade. Reroll this die instead of removing it.",2,NA,TRUE,TRUE, ,FALSE,14,L,49913,ability,NA,NA,NA
09015,villain,CONV,Malice,NA,upgrade,NA,NA,1,NA,1Dr,1Dc,1Dc,Sp,Sp,-,blue,"Redeploy.
[special] - Deal 1 damage to any number of characters that have one or more of their character dice showing a blank ([blank]).",2,NA,TRUE,FALSE, ,FALSE,15,R,49914,ability,NA,NA,NA
09016,villain,CONV,Palpatine's Lightsaber,NA,upgrade,NA,NA,2,NA,1MD,2MD,+2MD,1Sh,1R,-,blue,"After you play this upgrade, gain resources equal to the number of <i>ability</i> upgrades on attached character, to a maximum of 2.
While this upgrade is on Palpatine, your copies of it are non-unique.",2,NA,TRUE,FALSE, ,TRUE,16,L,49915,weapon,NA,NA,NA
09017,villain,CONV,Sith Teachings,NA,upgrade,NA,NA,2,NA,+2MD,1Dc,1R,Sp,Sp,-,blue,"Play only if you spot a <i>Sith</i>.
After you play this upgrade, you may remove a die showing a blank.
[special] - Deal 1 damage to a character, or 2 damage instead if you removed an opponent's die this round.",2,NA,TRUE,FALSE,Javier Charro Martinez,FALSE,17,R,49916,ability,NA,NA,NA
09018,villain,CONV,Captain Phasma,Stormtrooper Commander,character,18/21,18/21,NA,12,1RD,2RD,2F,1Sh,1R,-,red,"You may resolve your <i>trooper</i> dice showing damage as if they were melee damage ([melee]).
<b>Power Action</b> - Roll 2 set-aside First Order Stormtrooper ([CONV]20) dice into your pool. Set those dice aside after they are resolved or removed.",1,NA,TRUE,FALSE,JB Casacop,TRUE,18,L,49917,leader,trooper,NA,NA
09019,villain,CONV,Commando Droid,NA,character,8,8,NA,7,1RD,1RD,+2RD,2ID,1R,-,red,"After you activate this character, you may activate one of your <i>droid</i> characters or supports.",3,"""Those clankers have tough armor!"" <cite>Clone Commander Cody</cite>",TRUE,FALSE,Ameen Naksewee,FALSE,19,S,49918,droid,NA,NA,NA
09020,villain,CONV,First Order Stormtrooper,NA,character,7,7,NA,7,1RD,2RD,2RD1,1R,-,-,red,NA,4,"""A real stormtrooper has no room for sympathy. A real stormtrooper is the extension of the First Order, of Supreme Leader Snoke's will. Nothing less."" <cite>Captain Phasma</cite>",TRUE,FALSE,Ameen Naksewee,FALSE,20,R,49919,trooper,NA,NA,01002
09021,villain,CONV,General Grievous,Droid Armies Commander,character,9/12,9/12,NA,9,1RD,2ID,2F,1Sh,1R,-,red,"While building your team, the point value of each <i>droid</i> is decreased by 1.
<b>Power Action</b> - Reroll any number of your <i>droid</i> dice.",1,"""Your screams are like music to my audio receptors!""",TRUE,FALSE,JB Casacop,TRUE,21,S,49920,leader,NA,NA,NA
09022,villain,CONV,Wat Tambor,Techno Union Foreman,character,9/12,9/12,NA,9,1ID,1F,2F,1R,1R,-,red,<b>Power Action</b> - Play a <i>Red</i> support from your hand <em>(paying its cost)</em>. Then roll that support's die into your pool.,1,"""The Techno Union Army is at your disposal.""",TRUE,TRUE,Adam Lane,TRUE,22,R,49921,leader,NA,NA,NA
09023,villain,CONV,A Sinister Peace,NA,event,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,red,Discard a card from your hand to remove a die showing a value of 2 or more.,2,"""KX-series droids are hardened against intrusion."" <cite>Cassian Andor</cite>",FALSE,FALSE, ,FALSE,23,C,49922,NA,NA,NA,NA
09024,villain,CONV,Make Demands,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,red,Spot a <i>leader</i> to choose an opponent's character and deal 2 damage to it unless they give you 1 of their resources.,2,"""It would seem once again one of your Order has lost his way."" <cite>General Grievous</cite>",FALSE,FALSE,JB Casacop,FALSE,24,C,49923,NA,NA,NA,NA
09025,villain,CONV,Probe,NA,event,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,red,Look at 2 random cards in an opponent's hand and discard each of those cards that is an event.,2,NA,FALSE,FALSE, ,FALSE,25,C,49924,NA,NA,NA,01072
09026,villain,CONV,Pulverize,NA,event,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,red,"Resolve up to 3 of your dice showing damage ([ranged], [melee] or [indirect]) in the order of your choice, increasing each of their values by 1.",2,NA,FALSE,FALSE, ,FALSE,26,C,49925,NA,NA,NA,NA
09027,villain,CONV,"Roger, Roger",NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,red,Spot a Red character to turn up to 2 of your <i>droid</i> dice to the sides of your choice.,2,"""Get your head adjusted. It feels great.""",FALSE,FALSE,NA,FALSE,27,S,49926,NA,NA,NA,NA
09028,villain,CONV,The Best Defense...,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,red,Deal one of your Red characters 3 damage to remove up to 2 of an opponent's dice.,2,"When you have overwhelming numbers, collateral damage is perfectly acceptable.",FALSE,FALSE,Mark Molnar,FALSE,28,C,49927,NA,NA,NA,01075
09029,villain,CONV,Defoliator Tank,NA,support,NA,NA,4,NA,3RD,4ID,2Dr,2Dc,Sp,-,red,[special] - Deal 3 damage to each character that is not a <i>droid</i> or General Grievous.,2,"When surrounded by war, one must eventually choose a side.",TRUE,FALSE, ,FALSE,29,S,49928,vehicle,NA,NA,NA
09030,villain,CONV,Imperial Officer,NA,support,NA,NA,2,NA,2RD1,1F,1F,1Dr,1R,-,red,"After you activate this support, you may turn one of your <i>trooper</i> dice to any side.",2,"When a unit began to underperform, Emperor Palpatine would rectify the matter by sending in an enforcer.",TRUE,FALSE, ,FALSE,30,R,49929,leader,NA,NA,NA
09031,villain,CONV,Megablaster Troopers,NA,support,NA,NA,4,NA,1RD,2RD,3ID,2Dr,-,-,red,"After you activate this support, roll 1 set-aside First Order Stormtrooper ([CONV]20) die into your pool, or 2 First Order Stormtrooper dice instead if you spot a <i>leader</i>. Set those dice aside after they are resolved or removed.",2,NA,TRUE,FALSE, ,FALSE,31,L,49930,trooper,NA,NA,NA
09032,villain,CONV,Stap Droid,NA,support,NA,NA,1,NA,1RD,1ID,3ID1,1Dc,-,-,red,Ambush.,2,The Single Trooper Aerial Platform was a lightweight repulsorcraft that greratly increased the speed and maneuverability of battle droids in the field.,TRUE,FALSE,NA,FALSE,32,S,49931,droid,NA,NA,NA
09033,villain,CONV,E-5 Blaster Carbine,NA,upgrade,NA,NA,2,NA,1RD,+2RD,2ID,+2ID,1R,-,red,"While this upgrade is on a <i>droid</i>, it has Redeploy.",2,Droids could easily endure the excessive heat from its powerful bolts.,TRUE,FALSE, ,FALSE,33,S,49932,weapon,NA,NA,NA
09034,villain,CONV,Modular Frame,NA,upgrade,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,red,"Redeploy.
Attached character has +1 health. Discard this upgrade from play if it is not on a <i>droid</i> or on General Grievous.",2,NA,FALSE,FALSE, ,FALSE,34,S,49933,equipment,NA,NA,NA
09035,villain,CONV,Dengar,Ruthless Tracker,character,11/14,10/13,NA,10,1RD,2RD,1MD,1Dr,1R,-,yellow,"After you activate this character, you may deal 1 damage to a character that has a <i>bounty</i> on it.",1,"""I can't believe I'm getting paid for this!",TRUE,FALSE,Darren Tan,TRUE,35,R,49934,bounty-hunter,NA,NA,NA
09036,villain,CONV,Jabba The Hutt,Influential Kingpin,character,10/13,10/13,NA,10,2F,1Dr,1Dc,1R,+2R,-,yellow,"After you activate this character, you may look at the top 4 cards of your deck, reveal a <i>bounty</i> or a Yellow event from among them, and add it to your hand. Place the rest on the bottom of your deck in any order.",1,NA,TRUE,FALSE,Antonio Jose Manzanedo,TRUE,36,L,49935,leader,scoundrel,NA,NA
09037,villain,CONV,Quarren Tracker,NA,character,8,8,NA,8,1RD,1Dr,1Dc,1R,Sp,-,yellow,[special] - Deal 2 damage to a character or deal 3 damage to a character that has a <i>bounty</i> on it.,3,"""These bounty hunters drive a more reasonable bargain than pirates."" <cite>Cassiss</cite>",TRUE,FALSE, ,FALSE,37,R,49936,bounty-hunter,NA,NA,NA
09038,villain,CONV,Watto,Stubborn Gambler,character,9/12,9/12,NA,9,2Dr,1Dc,1R,2R1,+2R,-,yellow,"This character's character dice cannot be removed by opponents' Blue events.
<b>Power Action</b> - Spend 1 resource and choose a symbol to reroll a die. If it rolls the chosen symbol, gain 2 resources.",1,"""Mind tricks don't work on me. Only money.""",TRUE,TRUE,Antonio Jose Manzanedo,TRUE,38,R,49937,scavenger,scoundrel,NA,NA
09039,villain,CONV,Death Mark,NA,downgrade,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,yellow,"After attached character is defeated, you may draw 3 cards.",2,"""A death mark is not an easy thing to live with."" <cite>General Rieekan</cite>",FALSE,FALSE,Andreia Ugrai,FALSE,39,C,49938,bounty,NA,NA,NA
09040,villain,CONV,Enticing Reward,NA,downgrade,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,yellow,"After attached character is defeated, you may play an <i>equipment</i> or a <i>weapon</i> from your hand or discard pile for free.",2,NA,FALSE,FALSE,Tony Foti,FALSE,40,U,49939,bounty,NA,NA,NA
09041,villain,CONV,Barter With Blood,NA,event,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,yellow,"Each player hides any number of tokens from the supply in their hand, then reveals them. Each player who revealed the highest number of tokens is dealt that much indirect damage and may play a card from their hand for free.",2,NA,FALSE,FALSE,Kory Lynn Hubbell,FALSE,41,U,49940,NA,NA,NA,NA
09042,villain,CONV,Conveyex Robbery,NA,event,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,yellow,Spot a <i>scoundrel</i> to choose one die in each opponents' pools. Resolve those dice in the order of your choice as if they were in your pool.,2,NA,FALSE,FALSE, ,FALSE,42,U,49941,NA,NA,NA,NA
09043,villain,CONV,Exterminate,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,yellow,Each opponent chooses a character subtype. Then remove all opponents' character dice that do not have a chosen subtype.,2,NA,FALSE,FALSE, ,FALSE,43,U,49942,NA,NA,NA,NA
09044,villain,CONV,Fight Dirty,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,yellow,Remove any number of your Yellow dice. Then deal damage to a character equal to the number of dice you just removed.,2,NA,FALSE,FALSE, ,FALSE,44,U,49943,NA,NA,NA,01095
09045,villain,CONV,Hard Bargain,NA,event,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,yellow,"Reveal the top 3 cards of your deck. An opponent discards one of those cards, then you may play one of the other cards for free. Discard the remaining cards.",2,NA,FALSE,FALSE,Hector Ortiz,FALSE,45,U,49944,NA,NA,NA,NA
09046,villain,CONV,Hunt Them Down,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,yellow,"Resolve one of your dice showing ranged or melee damage ([ranged] or [melee]) against a character, increasing it's value by the number of <i>bounty</i> downgrades on that character.",2,NA,FALSE,FALSE, ,FALSE,46,C,49945,NA,NA,NA,NA
09047,villain,CONV,Bounty Board,NA,support,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,yellow,"<b>Action</b> - Exhaust this support to search your deck for a <i>bounty</i>, reveal it, and add it to your hand. Shuffle your deck.",2,NA,FALSE,FALSE, ,FALSE,47,U,49946,NA,NA,NA,NA
09048,villain,CONV,Punishing One,NA,support,NA,NA,2,NA,1RD,2RD,2ID,1Dr,1R,-,yellow,"After an opponent's character that has a <i>bounty</i> on it is defeated, you may ready this support. If you spot Dengar, you may activate this support.",2,It had no holding cells due to Dengar often taking only dead bounties.,TRUE,FALSE,Mariusz Gandzel,TRUE,48,R,49947,vehicle,NA,NA,NA
09049,villain,CONV,Crime Lord,NA,upgrade,NA,NA,4,NA,2F,3Dr1,2Sh,2R,Sp,Sp,yellow,"Yellow Character only.
[special] - Spend 5 resources to choose a character. Before this round ends, defeat that character.",2,"""There will be no bargain."" <cite>Jabba the Hutt</cite>",TRUE,FALSE, ,FALSE,49,L,49948,ability,NA,NA,01023
09050,villain,CONV,Dengar's Fire Blade,NA,upgrade,NA,NA,3,NA,2MD,+4MD,2Dr,2Sh,1R,-,yellow,"After you play this upgrade, you may deal 1 damage to a character that has a <i>bounty</i> on it.
<b>Power Action</b> - If this upgrade is on Dengar, turn one of his character dice to a side showing a value of 1.",2,NA,TRUE,FALSE,Matt Bradbury,TRUE,50,R,49949,weapon,NA,NA,NA
09051,villain,CONV,Skilled Tracker,NA,upgrade,NA,NA,1,NA,1Dr,1Dc,1R,Sp,Sp,-,yellow,"Yellow character only.
[special] - Remove a character die.",2,"""Pain delivered."" <cite>Dengar</cite>",TRUE,FALSE, ,FALSE,51,R,49950,ability,NA,NA,NA
09052,villain,CONV,Separatist Conspiracy,NA,plot,2,2,NA,NA,NA,NA,NA,NA,NA,NA,gray,"<b>Action</b> - Exhaust this plot and spot any number of <i>leader</i> characters to draw that many cards, unless an opponent spends 1 resource or discards a card from their hand.",1,NA,FALSE,FALSE, ,FALSE,52,U,49951,NA,NA,NA,NA
09053,villain,CONV,Assassin Droid,NA,support,NA,NA,3,NA,1RD,1RD,2RD,1Dr,-,-,gray,"After you roll this die into your pool, you may deal 1 damage to a character.",2,NA,TRUE,FALSE, ,FALSE,53,S,49952,droid,NA,NA,NA
09054,hero,CONV,Ahsoka Tano,Brash Prodigy,character,8/11,8/11,NA,8,1MD,+2MD,+2MD,+2Sh,1R,-,blue,"After you activate a <i>Jedi</i>, you may resolve one of this character's character or upgrade dice. If that die is showing a modifier, resolve it as if it did not have a modifier.",1,"""Looks like I got here just in time.""",TRUE,FALSE,Borja Pindado,TRUE,54,R,49953,apprentice,NA,NA,NA
09055,hero,CONV,Lor San Tekka,True Believer,character,9/11,9/11,NA,10,1F,2F,1Dc,1Sh,1R,-,blue,<b>Power Action</b> - Choose 3 cards from your discard pile. Then an opponent adds one of those cards to your hand. Set the other 2 cards aside.,1,"""Without the Jedi, there can be no balance in the force.""",TRUE,FALSE, ,TRUE,55,R,49954,scavenger,NA,NA,NA
09056,hero,CONV,Mace Windu,Inspiring Master,character,12/16,12/16,NA,11,1MD,2MD,2MD,2F,1R,-,blue,"<b>Power Action</b> - Look at the top 4 cards of your deck. You may play an upgrade from among them. Place the rest on the bottom of your deck in any order. If that upgrade was played on a <i>Jedi</i>, give it 1 shield.",1,NA,TRUE,FALSE, ,TRUE,56,R,49955,jedi,leader,NA,NA
09057,hero,CONV,Obi-Wan Kenobi,Ardent Avenger,character,14/18,12/16,NA,11,2MD,3MD1,2F,2Sh,1R,-,blue,"<b>Power Action</b> - Resolve one of your dice showing a value of 2 or more, increasing its value by 1.",1,"""It takes strength to resist the dark side. Only the weak embrace it.""",TRUE,FALSE,Darren Tan,TRUE,57,S,49956,jedi,NA,NA,NA
09058,hero,CONV,Vigilant Jedi,NA,character,8,8,NA,8,2MD,2MD1,1Sh,1R,Sp,-,blue,"[special] - Remove a die showing damage ([ranged], [melee] or [indirect]). Then deal 1 damage to a character.",3,"When we rescue others, we rescue ourselves.",TRUE,FALSE, ,FALSE,58,R,49957,jedi,NA,NA,NA
09059,hero,CONV,A Friend Lost,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,blue,"Play only if you have one or more defeated unique characters.
Turn up to 2 of your dice to sides showing damage ([ranged], [melee] or [indirect]).",2,"""I've loved you always."" <cite>Satine Kryze</cite>",FALSE,FALSE, ,FALSE,59,C,49958,NA,NA,NA,NA
09060,hero,CONV,Channel The Force,NA,event,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,blue,Reroll a die. You may spot a <i>leader</i> to turn a die to any side. You may spot a <i>Jedi</i> to remove a die.,2,NA,FALSE,FALSE,Audrey Hotte,FALSE,60,C,49959,NA,NA,NA,NA
09061,hero,CONV,Defensive Stance,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,blue,Give a character 2 shields.,2,The best armor is no match for a keen mind and quick feet.,FALSE,FALSE, ,FALSE,61,C,49960,NA,NA,NA,01115
09062,hero,CONV,Disciplined Mind,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,blue,Spot a <i>Jedi</i> to remove a non-<i>Jedi</i> die.,2,"""Train yourself to let go of everything you fear to lose."" <cite>Yoda</cite>",FALSE,FALSE,Romana Kendelic,FALSE,62,C,49961,NA,NA,NA,NA
09063,hero,CONV,Strong Intuition,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,blue,"Draw 3 cards, then discard a card from your hand.",2,"""I sense there's something here."" <cite>Kit Fisto</cite>",FALSE,FALSE, ,FALSE,63,C,49962,NA,NA,NA,NA
09064,hero,CONV,Upper Hand,NA,event,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,blue,"Play only if you have one or more dice showing a value of 2 or more.
Remove a die showing a value of 0 <em>(blanks and specials have a value of 0)</em>.",2,NA,FALSE,FALSE, ,FALSE,64,S,49963,NA,NA,NA,NA
09065,hero,CONV,Obi-Wan Kenobi's Interceptor,NA,support,NA,NA,3,NA,2RD,3RD1,3ID,1Sh,1R,-,blue,"After you activate this support, you may spot Obi-Wan Kenobi to turn one of your dice showing a blank ([blank]) to any side.",2,Buzz droids ravaged this interceptor during the Battle of Coruscant.,TRUE,FALSE,NA,TRUE,65,S,49964,vehicle,NA,NA,NA
09066,hero,CONV,Uneti Force Tree,NA,support,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,blue,"<b>Action</b> - Exhaust this support to choose another player. Then, you and that player each draw a card.",2,NA,FALSE,TRUE,NA,FALSE,66,U,49965,location,NA,NA,NA
09067,hero,CONV,Yoda's Spirit,NA,support,NA,NA,2,NA,1F,1F,2F,2Sh,2Sh,Sp,blue,"Discard this support from play if you have Yoda in play.
[special] - Shuffle this support into its owner's deck to deal 3 unblockable damage to a character.",2,"""We are what they grow beyond."" <cite>Yoda</cite>",TRUE,FALSE,Andreas Zafiratos,TRUE,67,L,49966,jedi,NA,NA,NA
09068,hero,CONV,Jedi Holocron,NA,upgrade,NA,NA,1,NA,1F,1R,+1R,Sp,Sp,-,blue,"Play only if you spot a <i>Jedi</i>.
[special] - Place this upgrade on the bottom of its owner's deck to draw 3 cards. You may play a Blue <i>ability</i> from your hand, decreasing its cost by 1.",2,NA,TRUE,FALSE,Jacob Atienza,FALSE,68,R,49967,equipment,NA,NA,NA
